회사명,거래소코드,회계년도,자기자본배율,당좌비율,이자보상배율(이자비용),총자본회전률,재고자산회전률,총자본증가율,매출액증가율,부가가치율
코오롱플라스틱(주),138490,2018/12,535.79,57.92,12.76,0.91,5.58,-2.18,22.52,15.41
코오롱플라스틱(주),138490,2019/12,537.5,57.16,4.23,0.95,5.24,-0.35,3.05,11.06
코오롱플라스틱(주),138490,2004/12,37.03,37.93,0.35,0.74,8.23,-10.54,18.18,17.83
코오롱플라스틱(주),138490,2002/12,30.11,33.06,-0.54,0.57,8.74,-10.61,5.96,17.95
코오롱플라스틱(주),138490,2005/12,40.82,37.48,0.53,0.8,5.87,-12.51,-3.8,16.14
코오롱플라스틱(주),138490,2013/12,307.33,39.17,0.47,1.04,4.02,5.36,-3.22,7.75
코오롱플라스틱(주),138490,2003/12,17.07,32.84,-4.79,0.6,8.99,0.93,-1.13,0.42
코오롱플라스틱(주),138490,2014/12,312.94,37.55,1.64,1.13,4.29,-2.58,9.82,8.4
코오롱플라스틱(주),138490,2020/12,526.86,80.99,1.98,0.89,5.09,-7.41,-10.58,9.51
코오롱플라스틱(주),138490,2000/12,43.02,108.89,-2.56,0.39,8.29,0,0,-6.77
코오롱플라스틱(주),138490,2001/12,30.1,59.13,-0.99,0.5,8.64,-4.37,24.74,4.23
코원에너지서비스(주),026870,2007/12,731.25,129.3,39.03,1.47,3174.55,11.71,12.95,9.87
코원에너지서비스(주),026870,2009/12,828.12,135.68,56.61,1.56,1248.53,11.8,11,7.5
코원에너지서비스(주),026870,2008/12,775.75,135.63,37.63,1.51,3333.91,2.65,9.94,8.77
코원에너지서비스(주),026870,2006/12,695.05,130.68,31.52,1.41,2693.94,5.95,12.43,10.07
코원에너지서비스(주),026870,2005/12,668.99,115.73,31.01,1.36,2022.16,10.1,24.43,10.33
코원에너지서비스(주),026870,2004/12,650.99,110.66,21.62,1.18,23.32,6.66,1.63,11.38
코원에너지서비스(주),026870,2003/12,628.05,71.6,15.26,1.18,11.98,-3.1,5.35,10.52
코원에너지서비스(주),026870,2002/12,596.6,70.59,16.9,1.12,10.44,1.65,0.03,11.95
코원에너지서비스(주),026870,2001/12,579.58,60.25,13.84,1.17,10.92,8.4,24.64,12.41
코원에너지서비스(주),026870,2011/12,1130.02,141.44,48.63,1.55,1125.01,22.3,6.54,6.04
코원에너지서비스(주),026870,2010/12,880.9,138.8,69.52,1.65,999.25,4.11,13.9,7.07
코원에너지서비스(주),026870,2000/12,556.23,70.68,11.29,1.03,11.72,12.24,21.34,14.13
코웨이(주),021240,2008/12,1517.53,104.73,16.76,1.31,22.7,14.46,8.35,39.78
코웨이(주),021240,2009/12,1673.98,83.96,16.31,1.21,25.08,18.6,7.42,42.06
코웨이(주),021240,2010/12,1880.85,114.66,12.98,1.12,23.78,13.29,7.59,42.16
코웨이(주),021240,2011/12,1840.53,82.08,11.45,1.13,23.39,9.51,12.55,39.66
코웨이(주),021240,2006/12,1116.84,75.39,12.73,1.4,18.24,23.77,10.88,36.83
코웨이(주),021240,2013/12,2378.97,94.47,19.04,1.16,47.04,-3.55,7.02,44.81
코웨이(주),021240,2014/12,2604.48,113.53,34.79,1.25,48.73,-3.96,4.13,42.3
코웨이(주),021240,2015/12,3121.87,144.64,108.29,1.3,48.03,10.55,7.33,46.56
코웨이(주),021240,2007/12,1344.19,85.94,20.13,1.33,17.55,5.76,8.53,40.39
코웨이(주),021240,2017/12,2565.34,68.64,41.79,1.13,50.98,9.01,5.26,43.53
코웨이(주),021240,2005/12,876.27,65.23,14.3,2.26,32.63,304.78,226.55,35.09
코웨이(주),021240,2019/12,2663.63,58.79,19.01,1.01,44.08,15.49,5.66,40.01
코웨이(주),021240,2020/12,3408.49,61.56,22.63,0.96,41.34,0.67,2.43,47.07
코웨이(주),021240,2004/12,601.27,90.76,10.43,1.65,14.94,-10.09,16.48,18.08
코웨이(주),021240,2003/12,779.06,106.96,17.53,1.49,15.39,22.96,22.03,18.95
코웨이(주),021240,2002/12,789.23,176.39,19.97,1.38,20.02,3.6,31.25,23.36
코웨이(주),021240,2001/12,620.68,144.17,13.99,1.23,22.43,35.59,31.98,23.76
코웨이(주),021240,2000/12,482.54,153.33,23.75,0.98,19.87,-19.58,126.12,23.77
코웨이(주),021240,2016/12,3069.48,107.16,65.71,1.19,46.57,13.22,2,41.78
코웨이(주),021240,2018/12,2776.6,73.29,28.4,1.07,48.49,8.44,3.23,43.21
코웨이(주),021240,2012/12,1974.13,90.32,7.9,1.1,31.61,7.93,5.67,37.33
쿠쿠홀딩스(주),192400,2009/06,4573.65,276.29,101.04,2.05,9.06,7.3,3.73,8.87
쿠쿠홀딩스(주),192400,2010/06,5375.91,284.61,267.16,2.08,9.84,21.23,15.88,13.37
쿠쿠홀딩스(주),192400,2011/06,6317.42,290.11,446.32,1.99,8.78,13.27,12.32,14.09
쿠쿠홀딩스(주),192400,2012/12,6573.05,338.73,1138.07,0.77,7.88,0,0,16.18
쿠쿠홀딩스(주),192400,2013/12,7278.28,296.19,65971.28,1.18,11.7,11.21,63.1,19.85
쿠쿠홀딩스(주),192400,2014/12,8625.12,296.65,999999999,1.15,11.63,17.27,11,21.15
쿠쿠홀딩스(주),192400,2015/12,10238.18,305.89,999999999,1.17,13.73,17.02,18.93,21.45
쿠쿠홀딩스(주),192400,2016/12,11581.2,253.16,999999999,1.07,13.87,15.72,7.15,22.12
쿠쿠홀딩스(주),192400,2017/12,13201.54,246.35,999999999,0.71,14.47,-42.06,-44.02,24.47
쿠쿠홀딩스(주),192400,2018/12,15511.45,1073.86,999999999,0.02,0,44.73,-97.04,280.27
쿠쿠홀딩스(주),192400,2019/12,15569.57,1800.15,7751.28,0.05,0,1.29,162.18,97.03
쿠쿠홀딩스(주),192400,2020/12,15619.06,835.54,5126.62,0.04,0,0.51,-13.71,89.75
쿠쿠홀딩스(주),192400,2008/06,4196.74,312.41,847.52,2.19,9.22,15.06,2.81,8.71
쿠쿠홀딩스(주),192400,2006/06,3674.05,291.82,999999999,2.35,10.47,10.41,19.37,9.11
쿠쿠홀딩스(주),192400,2004/06,2990.84,385.04,999999999,2.02,11.03,19.09,-1.45,11.53
쿠쿠홀딩스(주),192400,2003/06,13290.2,395.93,110.1,2.47,12.7,22.38,12.49,9.8
쿠쿠홀딩스(주),192400,2005/06,3313.61,356.02,999999999,2.18,10.82,10.82,23.5,9.81
쿠쿠홀딩스(주),192400,2007/06,3789.34,246.79,999999999,2.29,9.39,-0.59,1.85,6.38
쿠쿠홀딩스(주),192400,2002/06,10573.97,315.06,430.07,2.44,12.27,0,0,11.48
쿠쿠홀딩스(주),192400,2001/06,,,,,,,,
쿠쿠홈시스(주),284740,2019/12,19096.87,204.21,36.66,0.89,17.81,13.22,30.67,24.48
쿠쿠홈시스(주),284740,2020/12,22354.87,274.16,50.9,0.95,23.75,11.8,20.27,27.61
쿠쿠홈시스(주),284740,2018/12,17397.3,229.07,39.68,0.73,13.88,0,0,27.57
쿠쿠홈시스(주),284740,2017/12,,,,,,,,
태경산업(주),015890,2008/12,900.63,83.96,28.76,0.86,7.79,16.11,86.04,31.46
태경산업(주),015890,2009/12,1004.17,122.53,15.06,0.58,4.28,9.44,-24.37,33.47
태경산업(주),015890,2010/12,1129.35,89.64,19.23,0.57,4.81,28.01,17.46,35.7
태경산업(주),015890,2011/12,1036.61,93.03,7.19,0.61,4.89,-7.33,15.35,18.56
태경산업(주),015890,2012/12,1080.78,59.03,3.38,0.69,4.64,-6.57,5.63,20.75
태경산업(주),015890,2013/12,1079.2,70.27,-0.66,0.76,4.53,-0.55,6.71,14.66
태경산업(주),015890,2007/12,773.5,126.7,51.67,0.49,10.18,-2.33,18.37,37.66
태경산업(주),015890,2015/12,996.78,38.5,-15.3,0.52,3.15,-0.85,-22.43,7.54
태경산업(주),015890,2016/12,1008.55,67.5,3.05,0.68,6.4,-4.96,27.12,20.29
태경산업(주),015890,2017/12,1019.96,87.69,9.54,0.9,11.85,0.1,28.97,16.11
태경산업(주),015890,2018/12,1058.6,115.55,13.25,0.84,10.03,3.23,-4.69,17.54
태경산업(주),015890,2019/12,1187.54,167.9,0.34,0.7,7.48,5.66,-13.13,41.58
태경산업(주),015890,2020/12,1154.02,142.92,-40.14,0.53,5.6,-9.86,-25.92,15.6
태경산업(주),015890,2014/12,1079.01,66.84,3.35,0.66,3.68,-1.6,-14.42,17.5
태경산업(주),015890,2005/12,810.64,102.73,45.7,0.41,9.9,18.71,-28.29,39.11
태경산업(주),015890,2003/12,580.68,103.14,19.64,0.56,28.67,9.71,6.09,43.97
태경산업(주),015890,2001/12,431.12,61.22,13.86,0.6,25.32,0,0,47.2
태경산업(주),015890,2002/12,505.46,75.09,16.61,0.6,27.04,21.03,11.05,52.42
태경산업(주),015890,2000/06,403.26,53.81,4.42,0.65,21.98,60.81,10.74,46.95
태경산업(주),015890,2004/12,675.31,140.4,53.48,0.62,31.89,1.34,17.73,43.75
태경산업(주),015890,2006/12,795.19,123.3,15.94,0.41,7.77,1.35,11.3,36.31
태경케미컬(주),006890,2007/12,823.98,214.31,2261.51,0.5,65.08,19.82,15.55,24.65
태경케미컬(주),006890,2001/12,467.4,119.71,31.05,1.07,63.33,16.02,16.05,28.75
태경케미컬(주),006890,2010/12,1221.6,324.68,1806.22,0.47,65.34,8.46,-0.69,30.11
태경케미컬(주),006890,2005/12,763.86,408.93,1663.89,0.49,32.75,17.44,-2.03,28.75
태경케미컬(주),006890,2009/12,1147.97,386.02,2869.42,0.56,115.99,30.38,7.76,37.66
태경케미컬(주),006890,2008/12,895.94,309.73,96.85,0.61,121.76,4.81,35.31,28.79
태경케미컬(주),006890,2011/12,1213.56,314.6,3620.79,0.61,44.26,-0.86,34.71,22.81
태경케미컬(주),006890,2015/12,1685.5,115.29,11999.56,0.43,26.77,5.59,-4.93,21.51
태경케미컬(주),006890,2016/12,1662.22,139.87,32,0.43,18.83,-4.33,0.82,19.67
태경케미컬(주),006890,2017/12,1700.73,188.54,39.93,0.43,19.05,-1.7,-5.03,13.54
태경케미컬(주),006890,2018/12,1873.54,206.26,415.8,0.39,20.18,10.74,-3.02,18.77
태경케미컬(주),006890,2003/12,625.35,243.84,55.03,0.7,62.77,15.67,-12.35,34.53
태경케미컬(주),006890,2020/12,2133.77,546.72,688.18,0.34,31.51,9.73,12.49,27.98
태경케미컬(주),006890,2004/12,664.72,376.37,48.69,0.56,49.25,4.06,-12.24,36.06
태경케미컬(주),006890,2012/12,1303.6,388.71,13864.01,0.63,30.27,3.86,4.91,19.79
태경케미컬(주),006890,2002/12,599.49,76.59,45.99,0.99,76.06,37.38,18.52,39.76
태경케미컬(주),006890,2000/12,489.94,101.53,9.29,1.04,55.29,10.11,24.57,28.46
태경케미컬(주),006890,2013/12,1486.68,402.66,13583.17,0.54,30.04,14.47,-6.23,20.83
태경케미컬(주),006890,2014/12,1629.58,259.96,15768.53,0.5,36.86,13.1,4.08,21.24
태경케미컬(주),006890,2006/12,717.99,452.58,605.07,0.46,34.18,-8.99,-4.28,25.64
태경케미컬(주),006890,2019/12,1938.2,281.05,91.44,0.32,19.74,3.88,-12.09,17.47
태광산업(주),003240,2008/12,24674.58,71.14,5.22,1.09,14.57,0.29,44.65,1.24
태광산업(주),003240,2009/12,30189.04,299.24,48.37,1.12,15.7,8.65,7.16,23.65
태광산업(주),003240,2010/12,34154.63,495.75,298.93,1.35,14.12,8.79,31.47,17.35
태광산업(주),003240,2011/12,38449.55,143.66,58.79,1.33,13.7,38.87,22.21,10.25
태광산업(주),003240,2012/12,37775.06,155.65,-9.81,1.03,13.06,-2.53,-10.93,2.33
태광산업(주),003240,2013/12,38538.19,172.64,2.69,0.92,12.57,3.19,-10.33,4.04
태광산업(주),003240,2014/12,38504.42,235.17,-6.41,0.8,11.08,-7.69,-14.95,3.88
태광산업(주),003240,2015/12,39158.56,307.21,1.61,0.71,11.19,-0.85,-15.33,7.04
태광산업(주),003240,2016/12,39171.68,312.93,12.12,0.66,11.97,2.06,-6.13,4.63
태광산업(주),003240,2017/12,41018.53,309.49,25.81,0.72,13.36,7.27,13.92,9.44
태광산업(주),003240,2018/12,45749.82,265.41,54.88,0.72,13.41,15.39,11.82,12.18
태광산업(주),003240,2019/12,45912.93,471.53,38.08,0.65,12.36,-4.54,-6.57,7.76
태광산업(주),003240,2020/12,54167.08,527.58,10.11,0.45,11.57,14.41,-26.22,42.37
태광산업(주),003240,2003/12,24053.93,209.68,67.45,0.74,6.87,-5.26,-1.63,18.48
태광산업(주),003240,2001/12,23723.84,117.91,-18.97,0.59,6.01,-10.63,-21.7,16.61
태광산업(주),003240,2007/12,25653.91,96.28,2614.85,0.77,9.16,4.59,4.9,8.42
태광산업(주),003240,2006/12,24927.09,152.61,999999999,0.75,7.23,-1.59,-2.36,-1.07
태광산업(주),003240,2002/12,23708.8,190.76,5.11,0.71,7.05,-7.67,8.27,24.56
태광산업(주),003240,2004/12,25278.74,189.36,999999999,0.84,6.9,7.77,13.58,12.01
태광산업(주),003240,2000/12,26047.28,129.41,0.97,0.87,8.17,53.49,3.26,33.7
태광산업(주),003240,2005/12,25231.77,175.89,1094.9,0.76,6.05,0.57,-5.31,8.2
태림페이퍼(주),019300,2007/12,470.59,44.14,1.74,0.72,16.23,22.95,27.65,19.27
태림페이퍼(주),019300,2003/12,366.67,36.8,-1.3,0.49,12.73,-12.15,10.16,24.61
태림페이퍼(주),019300,2008/12,489.19,24.98,2.03,0.81,15.66,11.64,29.93,15.65
태림페이퍼(주),019300,2005/12,421.85,50.67,2.59,0.64,11.19,5.4,3.67,21.78
태림페이퍼(주),019300,2012/12,728.57,40.39,4.77,0.81,13.72,1.78,-8.8,19.83
태림페이퍼(주),019300,2013/12,752.69,39.56,1.87,0.76,15.53,0.42,-5.17,13.93
태림페이퍼(주),019300,2014/12,768.75,29.72,2.46,0.68,13.32,8.9,-6.51,15.34
태림페이퍼(주),019300,2015/12,522.93,38.05,-1.07,0.79,13.87,-22.3,7.45,8.06
태림페이퍼(주),019300,2006/12,443.24,63.23,4.86,0.65,14.28,4.77,5.69,18.7
태림페이퍼(주),019300,2000/12,321.27,87.46,6.7,0.78,32.57,12.74,-0.67,34.46
태림페이퍼(주),019300,2001/12,343.48,51.75,1.94,0.57,17.54,10.48,-19.22,32.8
태림페이퍼(주),019300,2010/12,846.24,35.83,3.28,0.74,18.49,5.12,34.46,18.23
태림페이퍼(주),019300,2011/12,673.65,32,3.33,0.86,16,-9.14,13.27,17.09
태림페이퍼(주),019300,2004/12,393.89,31.16,0.76,0.7,12.72,20.61,45.51,28.62
태림페이퍼(주),019300,2009/12,782.25,36.16,2.75,0.64,14.6,29.44,-4.51,22.91
태림페이퍼(주),019300,2002/12,356.49,55.49,-1.72,0.47,13.47,25.33,-2.51,30.14
태림포장(주),011280,2008/12,408.25,61.03,2.32,0.97,24.57,0.03,23.89,13.92
태림포장(주),011280,2009/12,716.26,55.2,5.51,0.75,22.01,55.5,-0.7,15.88
태림포장(주),011280,2010/12,763.65,57.91,5.38,0.81,24.11,9.01,36.75,15.24
태림포장(주),011280,2011/12,876.52,50.21,3.73,0.8,22.47,20.46,13.59,12.81
태림포장(주),011280,2012/12,973.54,57.78,6.12,0.74,23.94,3.93,3.81,17.98
태림포장(주),011280,2013/12,1027.95,61.66,3.53,0.66,25.15,5.69,-6.25,14.5
태림포장(주),011280,2014/12,1071.43,56.7,4.14,0.62,25.85,-0.94,-4.05,16.81
태림포장(주),011280,2015/12,883.43,53.89,1.79,0.61,27.86,-10.41,-7.82,15.81
태림포장(주),011280,2016/12,882.67,65.54,4.8,0.55,21.42,36.31,1.3,11.83
태림포장(주),011280,2017/12,874.2,49.59,0.61,0.8,22.37,-14.78,55.72,9.48
태림포장(주),011280,2018/12,898.48,57.93,3.86,0.97,23.58,-4.54,8.28,11.68
태림포장(주),011280,2019/12,830.55,47.28,2.67,0.98,25.67,-6.6,-4.41,13.89
태림포장(주),011280,2020/12,829.7,47.77,0.93,0.99,29.78,-0.34,-2.32,10.47
태림포장(주),011280,2007/12,420.06,78.67,2.25,0.85,21.82,20.4,17.67,18.02
태림포장(주),011280,2005/12,367.08,95.61,3.11,0.89,20.51,-2.44,-6.55,14.67
태림포장(주),011280,2003/12,336.98,100.19,1.55,0.7,17.12,-3.27,2.64,17.9
태림포장(주),011280,2004/12,349.46,102.84,1.64,0.88,21.97,-12.31,15.77,14.38
태림포장(주),011280,2002/12,327.6,110.82,3.46,0.76,15.54,33.63,11.77,19.39
태림포장(주),011280,2006/12,393.07,72.53,3.12,0.85,20.53,14.98,2.18,19.16
태림포장(주),011280,2000/12,303.94,102.13,4.18,0.83,12.64,-0.31,17.12,14.59
태림포장(주),011280,2001/12,312.42,121.78,2.76,0.79,13.92,-1.61,-5.96,20.1
태양금속공업(주),004100,2008/12,468.51,45.1,0.55,1,4.7,29.62,0.9,10.3
태양금속공업(주),004100,2009/12,474.57,50.1,1.36,0.81,4.14,4.87,-6.6,10.62
태양금속공업(주),004100,2010/12,481.09,58.52,1.79,1.03,5.52,6.15,34.82,8.58
태양금속공업(주),004100,2011/12,473.52,70.87,999999999,1.1,6.26,21.23,20.75,6.58
태양금속공업(주),004100,2012/12,480.88,65.06,999999999,1.07,6.42,3.87,8.96,4.81
태양금속공업(주),004100,2006/12,274.08,39.6,1.68,1.12,4.45,-2.52,10.76,11.81
태양금속공업(주),004100,2007/12,309.88,46.03,1.41,1.2,4.97,10.98,11.32,11.09
태양금속공업(주),004100,2015/12,564.08,79.85,2.2,1.09,9.52,4.42,-2.26,9.18
태양금속공업(주),004100,2016/12,600.93,83.6,2.63,1.06,12.99,-2.39,-1.63,8.61
태양금속공업(주),004100,2000/12,182.39,24.87,0.63,0.75,3.77,-12.33,-2.69,21.33
태양금속공업(주),004100,2018/12,625.31,72.16,1.26,0.95,11.91,1.53,-3.69,8.27
태양금속공업(주),004100,2019/12,537.93,74.95,-0.32,0.96,11.34,-1.94,0.05,3.75
태양금속공업(주),004100,2020/12,542.06,40.06,-0.46,0.77,11.31,7.93,-16.71,-0.3
태양금속공업(주),004100,2004/12,233.64,51.12,1.91,1.03,5.11,11.01,24.69,14.98
태양금속공업(주),004100,2005/12,280.89,40.53,2.14,1.05,4.63,10.67,12.59,13.48
태양금속공업(주),004100,2002/12,209.73,51.49,1.28,0.79,3.93,-3.37,7.81,31.76
태양금속공업(주),004100,2003/12,223.78,45.28,2,0.88,4.41,0.48,9.16,30
태양금속공업(주),004100,2013/12,502.94,53.16,1.38,1.09,6.94,-2.04,2.6,7.92
태양금속공업(주),004100,2001/12,195.15,35.9,1.21,0.74,3.79,5.28,-4.8,34.64
태양금속공업(주),004100,2014/12,541.31,69.33,1.81,1.14,8.1,-0.39,3.54,8.8
태양금속공업(주),004100,2017/12,616.2,83.89,3.21,1.02,14.3,4.1,-3.59,6.53
태원물산(주),001420,2008/12,790.19,203.42,-9247.32,0.9,26.44,-7.86,4.55,2.64
태원물산(주),001420,2009/12,729.61,199.39,-64.19,0.7,19.76,4.62,-23.66,4.53
태원물산(주),001420,2007/12,848.06,205.74,12922.28,0.84,30.08,2.47,14.09,6.75
태원물산(주),001420,2011/12,796.47,177.33,81.55,0.93,36.06,12.51,18.86,8.55
태원물산(주),001420,2012/12,813.32,203.67,45186.67,0.96,33.19,-5.5,5.95,5.34
태원물산(주),001420,2013/12,851.72,262.86,999999999,0.87,25.88,-5.92,-14.64,8.24
태원물산(주),001420,2014/12,825.74,365.65,42.24,0.74,22.58,0.07,-16.98,6.53
태원물산(주),001420,2015/12,835.85,302.93,3.02,0.71,18.33,2.83,-3.48,6.92
태원물산(주),001420,2016/12,854.28,277.65,20.62,0.72,17.69,2.42,4.32,9.65
태원물산(주),001420,2017/12,857.5,373.06,5.72,0.58,16.34,-8.02,-21.71,9.46
태원물산(주),001420,2018/12,847.55,525.14,2.02,0.55,17.34,-6.75,-12.07,6.61
태원물산(주),001420,2019/12,847.33,579.45,47.95,0.57,18.93,-0.4,-0.04,6.8
태원물산(주),001420,2020/12,832.08,484.76,-53.31,0.43,13.5,0.27,-25.35,4.91
태원물산(주),001420,2006/12,826.83,206.36,11040.98,0.77,27.52,7.94,2.98,7.19
태원물산(주),001420,2005/12,768.06,217.31,1329.93,0.8,27.57,4.34,-3.21,6.17
태원물산(주),001420,2004/12,817.61,225.5,52.19,0.85,29.7,2.65,19.03,6.72
태원물산(주),001420,2002/12,781.25,171.42,0.85,0.61,12.44,-1.94,12.04,18.82
태원물산(주),001420,2001/12,792.19,161.36,-1.16,0.49,10.46,-16.48,-23.64,29.48
태원물산(주),001420,2000/12,768.23,102.06,-2.02,0.55,12.43,-13.2,1.41,17.77
태원물산(주),001420,2003/12,795.93,240.91,4.8,0.72,18.7,-2.09,14.7,19.83
태원물산(주),001420,2010/12,748.95,170.36,86.95,0.88,31.13,12.82,37.16,5.87
태일정밀(주),017320,2000/12,,,,,,,,
태창기업(주),007490,2007/12,182.66,205.15,-0.34,0.14,1.1,-84.69,-89.36,17.47
태창기업(주),007490,2009/12,112.38,851.34,-244.16,0.94,39.43,346.63,3.96,-98.12
태창기업(주),007490,2008/12,76.43,68.65,-27.65,1.28,41.33,-64.8,67.09,-32.95
태창기업(주),007490,2005/12,1021.57,19.79,-0.7,0.69,2.02,-4.7,-19.87,8.59
태창기업(주),007490,2006/12,290.33,20.22,-8.41,0.59,2.24,-34.56,-30.6,-44.57
태창기업(주),007490,2003/12,1659.23,19.46,-2.38,0.75,2.11,-5.03,-38.08,19.56
태창기업(주),007490,2004/12,1071.1,20.13,-8.23,0.79,2.2,-10.63,-2.3,-8.41
태창기업(주),007490,2001/11,1742.15,46.24,2.34,1.19,3.83,-3.57,27.47,20.54
태창기업(주),007490,2002/12,1788.67,43.56,4.3,1.18,3.56,0,0,21.32
태창기업(주),007490,2000/11,1698.66,41,1.35,0.88,2.96,-6.47,-14.75,23.06
태평양물산(주),007980,2008/12,551.38,74.94,7.77,1.81,8.76,29.17,12.06,6.74
태평양물산(주),007980,2007/12,519.39,64.99,5.17,1.82,7.75,-3.78,7.85,8.88
태평양물산(주),007980,2010/12,923.7,42.55,0.73,1.51,6.94,69.18,41.1,5.86
태평양물산(주),007980,2011/12,951.08,35.1,2.51,1.61,6.38,19.42,46.89,8.11
태평양물산(주),007980,2012/12,1027.63,29.5,1.39,1.43,4.12,31.55,11.6,10.76
태평양물산(주),007980,2009/12,569.11,68.19,5.85,1.65,8.17,33.91,19.99,9.31
태평양물산(주),007980,2005/12,484.9,72.98,2.9,1.83,9.37,-1.8,1.45,8.26
태평양물산(주),007980,2015/12,925.46,36.12,1.08,1.25,3.43,1.56,5.53,6.25
태평양물산(주),007980,2016/12,685.16,45.94,-4.37,1.3,4.86,-5.94,1.91,-0.9
태평양물산(주),007980,2017/12,691.97,42.96,1.08,1.43,8.18,-5.12,4.19,8.37
태평양물산(주),007980,2018/12,746.71,46.26,0.93,1.46,9.6,1.94,0.34,9.32
태평양물산(주),007980,2019/12,763.44,22.27,1.36,1.34,7.75,6.44,-4.41,7.84
태평양물산(주),007980,2020/12,803.75,29.95,-0.32,0.99,5.48,9.05,-20.36,7.76
태평양물산(주),007980,2006/12,501.19,67.25,4.08,1.71,7.9,7.28,-3.95,9.69
태평양물산(주),007980,2003/12,520.74,73.25,3.3,1.76,8.52,4.98,-15.69,8.03
태평양물산(주),007980,2004/12,484.28,62.01,-0.48,1.7,8.44,-9.54,-5.85,6.57
태평양물산(주),007980,2013/12,992.14,42.46,1.95,1.47,3.91,23.63,30.68,8.13
태평양물산(주),007980,2002/12,517.19,77.84,-1.44,2.19,11.85,4.22,9.55,4.06
태평양물산(주),007980,2014/12,974.81,32.13,1.66,1.24,3.32,8.77,-2.42,8.12
태평양물산(주),007980,2000/12,512.91,151.96,5.9,1.8,14.31,-5.53,-1.2,11.19
태평양물산(주),007980,2001/12,555.27,137.95,6.42,2.15,13.77,11.82,22.95,10.56
텔코웨어(주),078000,2009/12,1871.36,491.48,999999999,0.47,250.25,-0.94,-18.33,24.42
텔코웨어(주),078000,2010/12,1795.43,370.09,999999999,0.44,215.14,1.23,-4.96,18.25
텔코웨어(주),078000,2011/12,1778.03,347.87,999999999,0.49,53.09,0.75,11.74,22.89
텔코웨어(주),078000,2012/12,1698.15,321.58,999999999,0.56,46.42,-1.91,13.47,22.2
텔코웨어(주),078000,2013/12,1910.22,289.99,999999999,0.56,106.6,15.42,5.63,29.64
텔코웨어(주),078000,2008/12,1903.84,570.82,999999999,0.56,183.48,-2.52,-1.93,25.76
텔코웨어(주),078000,2015/12,2081.23,648.48,999999999,0.51,247.79,3.84,17.23,23.84
텔코웨어(주),078000,2016/12,2094.49,922.3,999999999,0.35,170.68,-3.08,-31.12,27.49
텔코웨어(주),078000,2017/12,2145.53,959.51,999999999,0.35,0,2.71,1.24,26.37
텔코웨어(주),078000,2018/12,2203,744.66,999999999,0.34,0,5.6,1.8,27.98
텔코웨어(주),078000,2019/12,2209.38,483.5,99.76,0.33,0,1.2,-0.84,23.05
텔코웨어(주),078000,2020/12,2188.46,706.26,16.63,0.29,0,-3.33,-12.89,18.68
텔코웨어(주),078000,2014/12,1988.09,613.36,999999999,0.42,626.41,-9.21,-23.01,29.05
텔코웨어(주),078000,2006/12,2005.65,343.71,999999999,0.5,953.97,4.73,-1.59,27.63
텔코웨어(주),078000,2001/12,,,,,,,,
텔코웨어(주),078000,2005/12,2134.13,395.8,1010.86,0.56,1392.45,15.6,9.92,30.95
텔코웨어(주),078000,2007/12,1919.94,501.32,999999999,0.53,406.66,-12.02,1.29,24.12
텔코웨어(주),078000,2002/12,923.94,222.46,766.73,0.73,465.79,0,0,37.93
텔코웨어(주),078000,2003/12,1249.22,261.18,999999999,0.86,1211.37,20.61,30.03,40.95
텔코웨어(주),078000,2004/12,1884.06,405.12,6340.46,0.73,0,95.24,36.2,33.97
티엘씨레저(주),014590,2005/12,549.05,614.22,2.27,1.56,5.35,13.13,-13.84,5.85
티엘씨레저(주),014590,2006/12,497.21,214.24,0.03,1.29,5.36,-4.54,-14.28,6.51
티엘씨레저(주),014590,2010/12,57.07,11.18,-7.21,0.45,98.93,-9.34,2.09,-60.27
티엘씨레저(주),014590,2007/12,369.86,75.44,-4.78,0.94,5.54,36.84,-15.93,5.99
티엘씨레저(주),014590,2004/12,514.4,204.2,1.09,1.92,5.49,-1.59,14.02,6.3
티엘씨레저(주),014590,2003/12,539.5,185.8,0.23,1.63,4.83,-4.19,0.89,7.42
티엘씨레저(주),014590,2009/12,124.56,36.36,-2.32,0.37,107.95,-21.81,-72.11,-26.72
티엘씨레저(주),014590,2008/12,200.18,25.1,-5.54,1.14,19.39,-8.74,33.91,-11.64
티엘씨레저(주),014590,2002/12,533.54,128.46,0.14,1.45,4.3,-15.49,-18.39,6.67
티엘씨레저(주),014590,2000/12,493.37,127.99,3.65,1.82,8.82,6.4,34.81,12.16
티엘씨레저(주),014590,2001/12,541.14,92.11,4.78,1.71,5.81,8.82,1.21,12.24
티와이엠(주),002900,2008/12,389.7,97.14,2.85,1.17,5.17,11.07,14.92,11.55
티와이엠(주),002900,2007/12,385.61,120.24,2.46,1.09,5.05,3.87,-6.7,16.92
티와이엠(주),002900,2010/12,443.52,86.84,0.47,1.06,4.57,4.57,-4.27,18.07
티와이엠(주),002900,2011/12,479.79,98.43,0.26,1.05,4.84,13.54,7.81,11.96
티와이엠(주),002900,2012/12,496.97,116.16,2.09,1.05,5.42,5.44,9.48,9.8
티와이엠(주),002900,2009/12,399.25,93.16,1.48,1.18,5.22,8.82,11.61,12.22
티와이엠(주),002900,2013/12,502.19,140.94,2.07,1.03,5.82,1.04,0.78,11.19
티와이엠(주),002900,2015/12,413.52,125.39,2.26,1,5.98,-8.59,4.34,5.37
