회사명,거래소코드,회계년도,자기자본배율,당좌비율,이자보상배율(이자비용),총자본회전률,재고자산회전률,총자본증가율,매출액증가율,부가가치율
(주)삼성출판사,068290,2012/12,1322.33,431.89,22.26,0.76,5.32,-1.86,2.5,22.04
(주)삼성출판사,068290,2013/12,1346.42,465.08,999999999,0.75,5.39,1.33,-1.23,22.35
(주)삼성출판사,068290,2014/12,1387.07,527.66,999999999,0.73,5.5,2.45,-1.03,25.31
(주)삼성출판사,068290,2015/12,1392.81,649.72,999999999,0.58,4.28,-0.94,-20.17,24.04
(주)삼성출판사,068290,2016/12,1404.2,593.97,999999999,0.61,3.88,0.36,4.76,25.14
(주)삼성출판사,068290,2017/12,1414.93,600.46,999999999,0.6,3.65,0.67,0.11,27.24
(주)삼성출판사,068290,2018/12,1374.72,464.67,999999999,0.61,3.85,-1.73,0.85,26.07
(주)삼성출판사,068290,2019/12,1379.28,413.34,-167.88,0.68,4,1.22,11.19,32.87
(주)삼성출판사,068290,2020/12,2525.63,363.57,7.32,0.49,3.76,94.06,7.03,157.97
(주)삼애인더스,009330,2000/12,323.31,135.19,-0.69,0.89,6.3,0,0,18.1
(주)삼애인더스,009330,2002/06,154.12,33.49,-1.49,0.27,2.08,0,0,-221.34
(주)삼양사,145990,2011/12,,,,,,,,
(주)삼양사,145990,2012/12,1852.52,76.06,4.8,1.64,10.16,0,0,4.89
(주)삼양사,145990,2013/12,1832.15,84.49,16.68,1.64,11.48,-4.74,-2.25,6.04
(주)삼양사,145990,2014/12,1831.07,75.64,30.78,1.39,10.01,38.74,-1.44,7.35
(주)삼양사,145990,2015/12,1914.32,74.5,20.01,1.12,7.93,-3.18,-7.49,9.54
(주)삼양사,145990,2016/12,1958.75,113.35,25.71,1.19,9.4,60.16,35.36,12.29
(주)삼양사,145990,2017/12,1984.76,122.56,6.7,0.99,8.22,1.08,2.58,7.37
(주)삼양사,145990,2018/12,1984.91,65.42,6.76,1.01,7.76,-0.91,2.58,8.22
(주)삼양사,145990,2019/12,1979.1,135.44,1.48,0.9,6.89,10.92,-6.92,8.04
(주)삼양사,145990,2020/12,2050.8,148.55,2.95,0.8,6.85,9.77,-1.68,9.45
(주)삼양엔텍,008720,2000/06,273.42,179.72,-14.47,0.61,5.78,-15.59,-12.95,18.95
(주)삼양엔텍,008720,2001/06,807.34,189.77,-163.82,0.64,8.48,105.07,46.83,16.97
(주)삼양엔텍,008720,2002/06,826.36,206.11,425.65,0.39,10.09,0.24,-16.89,31.53
(주)삼양엔텍,008720,2003/12,821.86,275.6,-91.17,0.39,11.47,0,0,23.08
(주)삼양엔텍,008720,2004/12,813.13,244.62,-3453.33,0.38,11.06,0.65,-0.88,7.55
(주)삼양엔텍,008720,2005/12,873.61,291.76,999999999,0.38,21.34,2.09,-0.46,14.07
(주)삼양엔텍,008720,2006/12,902.27,230.27,999999999,0.25,3108.36,7.09,-29.55,17.48
(주)삼양엔텍,008720,2007/12,913.44,281.18,999999999,0.28,8893.3,-1.17,11.18,17.15
(주)삼양엔텍,008720,2008/12,886.03,164.76,215.72,0.41,230.86,2.22,48.05,10.47
(주)삼양엔텍,008720,2009/12,870.55,229.21,-29.71,0.28,78.75,-6.94,-32.52,-3.03
(주)삼양엔텍,008720,2010/12,862,143.67,470.23,0.43,163.83,15.08,60.37,1.54
(주)삼양엔텍,008720,2011/12,819.05,153.59,501.69,0.48,276.53,-4.45,16.82,0.07
(주)삼양엔텍,008720,2012/12,838.64,172.35,17.81,0.37,214.4,2.25,-25,8.24
(주)삼양엔텍,008720,2013/12,831.77,197.48,999999999,0.24,134.6,-7.14,-37.6,0.04
(주)삼양제넥스,003940,2000/06,963.68,149.69,5.43,0.87,10.3,-5.97,-0.9,34.03
(주)삼양제넥스,003940,2001/06,1055.29,151.66,12.3,0.93,8.37,-0.43,3.08,29.03
(주)삼양제넥스,003940,2002/06,1213.19,203.93,49.63,0.94,7.43,9.76,5.96,30.14
(주)삼양제넥스,003940,2003/12,1421.38,375.86,184.54,0.82,10.59,0,0,26.22
(주)삼양제넥스,003940,2004/12,1511.22,330.34,48.31,0.86,8.32,6.25,8.15,18.6
(주)삼양제넥스,003940,2005/12,1694.21,392.68,54.08,0.74,7.07,12.86,-6.04,23.06
(주)삼양제넥스,003940,2006/12,1873.01,444.07,46.17,0.68,7.9,6.03,-0.34,23.39
(주)삼양제넥스,003940,2007/12,2054.72,356.93,49.76,0.66,6.26,13.15,7.75,14.31
(주)삼양제넥스,003940,2008/12,2002.43,221.32,2.26,0.65,3.93,3.35,5.16,4.16
(주)삼양제넥스,003940,2009/12,2033.44,221.82,4.98,0.74,4.54,5.82,19.1,11.79
(주)삼양제넥스,003940,2010/12,2311.43,216.61,36.36,0.79,6.16,16.3,19.39,13.67
(주)삼양제넥스,003940,2011/12,2692.29,154.5,27.98,0.7,4.42,24.65,7.54,8.49
(주)삼양제넥스,003940,2012/12,2810.87,134.51,15.05,0.66,4.2,4.85,6.86,9.17
(주)삼양제넥스,003940,2013/12,3057.87,196.81,32.39,0.72,5.27,-31.17,-6.62,9.27
(주)삼양제넥스,003940,2014/12,3278.74,186.78,75.31,0.78,6.14,8.69,-6.86,13.15
(주)삼양패키징,272550,2014/12,,,,,,,,
(주)삼양패키징,272550,2015/12,265.2,147.88,1.05,0.4,14.29,0,0,18.62
(주)삼양패키징,272550,2016/12,306.86,103.75,4.21,0.64,23.06,2.9,61.65,24.11
(주)삼양패키징,272550,2017/12,345.92,109.21,5.27,0.67,21.93,1.11,7.52,23.3
(주)삼양패키징,272550,2018/12,373.59,110.32,4.84,0.7,20.1,9.76,9.85,19.11
(주)삼양패키징,272550,2019/12,402.85,121.77,5.16,0.68,18.91,3.28,2.5,22
(주)삼양패키징,272550,2020/12,433.14,100.05,7.54,0.65,20.77,0.11,-2.1,22.75
(주)삼양홀딩스,000070,2000/06,755.83,47.01,1.74,1.04,18.73,-0.56,-0.1,22.28
(주)삼양홀딩스,000070,2001/06,933.37,60.55,1.74,0.88,18.04,-16.29,-22.52,26.97
(주)삼양홀딩스,000070,2002/06,925.9,64.22,3.41,0.82,22.39,-4.01,-16.56,25.47
(주)삼양홀딩스,000070,2003/12,1271.81,56.39,4.59,0.82,13.35,0,0,19.85
(주)삼양홀딩스,000070,2004/12,1356.45,58.52,8,0.92,15.44,1.72,13.01,16.89
(주)삼양홀딩스,000070,2005/12,1518.91,89.79,8.99,0.95,18.3,13.41,10.58,16.25
(주)삼양홀딩스,000070,2006/12,1521.91,78.22,5.62,1.05,18.49,2.36,18.86,10.67
(주)삼양홀딩스,000070,2007/12,1507.99,66.37,7.3,1.02,14.31,-0.44,-2.1,8.75
(주)삼양홀딩스,000070,2008/12,1334.52,76.69,3.08,1.18,11.62,-2.39,14.23,0.74
(주)삼양홀딩스,000070,2009/12,1522.66,108.92,4.3,1.23,11.74,20.88,14.33,12.3
(주)삼양홀딩스,000070,2010/12,1774.82,82.85,3.21,1.18,12.73,11.71,11.33,13.11
(주)삼양홀딩스,000070,2011/12,2464.75,113.47,9.81,0.41,6.51,-38.51,-70.5,21.5
(주)삼양홀딩스,000070,2012/12,2201.38,334.67,1.92,0.35,110,16.35,-28.79,23.86
(주)삼양홀딩스,000070,2013/12,2256.43,191.53,2.98,0.25,104.64,5.72,-22.1,-2.64
(주)삼양홀딩스,000070,2014/12,2325.58,310.71,8.42,0.18,65.64,16.71,-21.7,33.41
(주)삼양홀딩스,000070,2015/12,2332.14,680.3,2.56,0.13,50.06,-3.53,-20.55,23
(주)삼양홀딩스,000070,2016/12,3048.47,262.53,9.79,0.07,76.22,23.82,-39.74,70.18
(주)삼양홀딩스,000070,2017/12,3092.74,2119.47,8.91,0.06,0,0.86,-10.36,71.15
(주)삼양홀딩스,000070,2018/12,3128.5,288.68,9.94,0.05,0,0.8,-9.32,81.27
(주)삼양홀딩스,000070,2019/12,3127.01,2358.09,4.69,0.04,0,1.08,-30.02,70.05
(주)삼양홀딩스,000070,2020/12,3297.78,1018.4,20.32,0.07,0,6.31,96.39,84.56
(주)삼원강재,023000,2000/12,28.37,155.66,1.33,0.81,7.48,0,0,22.32
(주)삼원강재,023000,2001/12,34.78,103.62,1.42,0.77,6.52,-1.91,-6.72,22.42
(주)삼원강재,023000,2002/12,42.21,86.23,1.38,0.89,7.5,-4.66,11.92,19.84
(주)삼원강재,023000,2003/12,49.52,90.84,1.7,1.05,8.31,-6.26,11.98,15.22
(주)삼원강재,023000,2004/12,59.98,53.96,2.88,1.4,7.21,5.67,32.71,13.76
(주)삼원강재,023000,2005/12,70.94,30.98,4.14,1.44,4.99,12.1,11.75,12.72
(주)삼원강재,023000,2006/12,78.97,62.29,3.04,1.54,5.97,-4.2,11.33,10.3
(주)삼원강재,023000,2007/12,90.4,61.25,5.03,1.72,9.83,11,15.13,10.57
(주)삼원강재,023000,2008/12,116.96,43.31,12.34,2.1,8.05,21.58,42.02,12.2
(주)삼원강재,023000,2009/12,133.62,72.01,9.87,1.64,5.87,13.56,-8.26,11.66
(주)삼원강재,023000,2010/12,502,68.8,22.93,2.05,8.39,17.79,44.55,10.47
(주)삼원강재,023000,2011/12,678.35,121.63,53.56,1.89,7.63,45.72,22.48,10.14
(주)삼원강재,023000,2012/12,750.6,160.54,93.23,1.65,7.48,-5.49,0.71,9.07
(주)삼원강재,023000,2013/12,803.71,209.09,613.64,1.53,8.97,-0.94,-10.31,8.99
(주)삼원강재,023000,2014/12,847.57,197.89,608.5,1.36,9.29,3.57,-9.73,10.01
(주)삼원강재,023000,2015/12,895.69,227.28,764.91,1.25,8.95,5.83,-3.74,11.33
(주)삼원강재,023000,2016/12,945.99,205.13,175.39,1.17,8.79,4.82,-1.44,10.89
(주)삼원강재,023000,2017/12,974.77,211.1,101.19,1.15,8.45,4.84,2.9,8.89
(주)삼원강재,023000,2018/12,1023.29,242.39,105.97,1.15,8.87,3.32,3.84,9.2
(주)삼원강재,023000,2019/12,1049.73,296.9,87.16,1.07,8.94,-1.69,-6.09,8.91
(주)삼원강재,023000,2020/12,1063.78,250.09,259.08,0.97,8.02,3.41,-8.67,8.63
(주)삼익악기,002450,2000/12,137.52,202.6,0.57,0.62,4.23,-0.57,6.27,29.07
(주)삼익악기,002450,2001/12,0,155.1,0.06,0.5,3.16,-3.5,-19.87,34.13
(주)삼익악기,002450,2002/12,340.5,110.68,-1.86,0.67,3.79,-21.92,15.67,81.48
(주)삼익악기,002450,2003/12,338.86,66.1,-0.12,0.58,3.58,-14.59,-29.27,23.72
(주)삼익악기,002450,2004/12,299.01,66.23,0.24,0.61,4.34,-12.17,-9.2,2.73
(주)삼익악기,002450,2005/12,335.35,137.45,1.3,0.64,5.76,-4.44,-3.83,18.82
(주)삼익악기,002450,2006/12,335.16,129.2,2.06,0.48,6.13,-0.51,-27.14,11.41
(주)삼익악기,002450,2007/12,340.49,129.29,1.66,0.44,5.76,0.39,-8.1,11.36
(주)삼익악기,002450,2008/12,364.8,87.82,1.47,0.57,7.34,8.72,34.21,8.7
(주)삼익악기,002450,2009/12,378.64,51.28,1.5,0.42,6.38,13.61,-17.74,19.69
(주)삼익악기,002450,2010/12,390.01,35.1,1.49,0.45,8.9,9.79,19.14,14.94
(주)삼익악기,002450,2011/12,405,39.66,1.55,0.44,10.02,12.52,8.36,13.42
(주)삼익악기,002450,2012/12,408.56,31.6,0.79,0.41,9.98,-4.88,-3.65,14.64
(주)삼익악기,002450,2013/12,486.02,160.06,1.03,0.39,10.04,18.46,2.63,56.86
(주)삼익악기,002450,2014/12,460.7,116.95,2.02,0.34,10.77,7.47,-2.62,13.13
(주)삼익악기,002450,2015/12,454.47,90.94,999999999,0.36,11.73,0.39,11.55,10.19
(주)삼익악기,002450,2016/12,450.18,66.2,1.02,0.5,12.09,-1.88,35.22,20.8
(주)삼익악기,002450,2017/12,399.99,25.85,-3.78,0.44,10.72,1.41,-12.15,14.23
(주)삼익악기,002450,2018/12,384.85,29.39,1.87,0.31,9.65,-1.31,-29.01,15.76
(주)삼익악기,002450,2019/12,391.11,57.8,1.92,0.39,14.16,9.72,30.93,14.72
(주)삼익악기,002450,2020/12,391.27,40.81,2.09,0.3,11.16,7.26,-15.12,15.29
(주)삼일씨엔에스,004440,2000/12,587.31,59.45,2.15,0.83,7.32,0,0,15.29
(주)삼일씨엔에스,004440,2001/12,647.15,88.98,2.48,0.82,6.66,-5.58,-4.68,13.46
(주)삼일씨엔에스,004440,2002/12,700.79,92,5.71,1.02,9.83,-6.73,17.64,14.58
(주)삼일씨엔에스,004440,2003/12,867.17,117.1,43.08,1.13,13.53,8.8,11.59,22.58
(주)삼일씨엔에스,004440,2004/12,844.67,87.15,0.25,0.93,8.79,3.52,-12.97,7
(주)삼일씨엔에스,004440,2005/12,622.06,61.27,-2.14,0.72,8.25,76,9.14,6.07
(주)삼일씨엔에스,004440,2006/12,554.29,53.01,1.02,0.74,8.3,11.2,37.61,10.96
(주)삼일씨엔에스,004440,2007/12,597.7,59.22,3.73,0.94,8.84,-4,30.72,13.88
(주)삼일씨엔에스,004440,2008/12,685.22,92.96,8.54,1.08,10.06,-8.87,7.42,10.4
(주)삼일씨엔에스,004440,2009/12,937.9,58.8,0.64,0.55,4.79,95.86,-27.23,8.05
(주)삼일씨엔에스,004440,2010/12,941.32,45.19,1.05,0.78,6.34,7.33,92.99,8.15
(주)삼일씨엔에스,004440,2011/12,951.52,61.34,2.77,0.8,6.66,15.21,13.64,9.25
(주)삼일씨엔에스,004440,2012/12,1063.9,63.1,5.23,0.8,8.07,20.01,18.75,12.49
(주)삼일씨엔에스,004440,2013/12,1190.47,77.34,8.84,0.78,10.15,-2.62,4.41,13.69
(주)삼일씨엔에스,004440,2014/12,1339.07,81.18,8.43,0.82,15.06,-5.73,1.14,15.63
(주)삼일씨엔에스,004440,2015/12,1540.77,88.45,22.48,0.92,15.5,11.01,14.56,21.37
(주)삼일씨엔에스,004440,2016/12,2267.73,187.06,64.24,0.79,11.45,11.93,-3.84,23.24
(주)삼일씨엔에스,004440,2017/12,2242.43,198.27,40.55,0.6,7.18,-4.65,-22.23,9.62
(주)삼일씨엔에스,004440,2018/12,2171.73,266.33,15.42,0.59,5.42,-6.2,-6.92,2.4
(주)삼일씨엔에스,004440,2019/12,2189.55,256.85,71.17,0.58,5.54,-0.5,-4.93,7.94
(주)삼일씨엔에스,004440,2020/12,2178.48,259.36,-3.19,0.56,6.62,-3.21,-4.83,7.45
(주)삼천리,004690,2000/12,1545.8,75.16,5.48,1.4,94.08,18.15,35.71,12.24
(주)삼천리,004690,2001/12,1663.98,83.5,6.31,1.58,71.17,13.51,30.34,10.62
(주)삼천리,004690,2002/12,1915.54,105.81,9.38,1.41,97.94,9.3,-0.43,11.69
(주)삼천리,004690,2003/12,2176.05,110.55,11.61,1.51,479.38,2.3,13.13,12.82
(주)삼천리,004690,2004/12,2382.76,114.56,8.55,1.4,576.85,13.33,-0.46,11.73
(주)삼천리,004690,2005/12,2795.19,123.44,9.77,1.48,855.4,20.03,23.91,9.67
(주)삼천리,004690,2006/12,3012.08,118.84,13.61,1.5,889.68,7.14,14.39,9.76
(주)삼천리,004690,2007/12,3257.08,119.16,13.23,1.66,911.89,-12.92,7.38,9.27
(주)삼천리,004690,2008/12,3297.26,96.98,11.51,1.82,1138.07,15.94,9.82,7.96
(주)삼천리,004690,2009/12,4031.04,128.08,7.15,1.69,1250.7,19.87,9.95,11.11
(주)삼천리,004690,2010/12,4097.95,127.96,8.89,1.78,1030.06,-0.84,14.57,7.99
(주)삼천리,004690,2011/12,5544.75,124.07,5.68,1.56,1021.07,55.84,11.5,6.3
(주)삼천리,004690,2012/12,5696.39,106.66,6.04,1.37,1280.18,12.94,13.96,5.57
(주)삼천리,004690,2013/12,5873.56,141.26,6.42,1.38,1361.11,-3.25,4.54,5.68
(주)삼천리,004690,2014/12,5831.6,147.07,1.56,1.39,1290.44,0.72,-0.13,4.74
(주)삼천리,004690,2015/12,5908.53,135.66,4.68,1.16,981.98,-3.91,-17.8,5.98
(주)삼천리,004690,2016/12,6059.14,160.26,4.62,0.95,845.84,6.8,-17.12,8.73
(주)삼천리,004690,2017/12,6194.44,140.05,5.58,0.97,962.68,0.39,5.66,8.32
(주)삼천리,004690,2018/12,6243.13,170.21,4.67,0.98,672.88,-0.31,0.59,8.18
(주)삼천리,004690,2019/12,6352.92,145.49,4.79,0.94,643.8,7.59,0.14,8.7
(주)삼천리,004690,2020/12,6407.36,169.98,4.5,0.85,816.63,0.89,-5.64,9.44
(주)서광,003260,2000/12,0,203.29,-0.84,1.48,26.4,0,0,-58.88
(주)서광,003260,2001/12,0,94.54,-0.56,0.45,7.5,-28.65,-47.92,36.92
(주)서광건설산업,001600,2000/12,-41.99,125.69,1.01,0.63,3.22,-14.94,-32.26,20.78
(주)서광건설산업,001600,2001/12,60.61,229.47,1.15,0.73,4.14,-41.46,-15.4,48.08
(주)서광건설산업,001600,2002/12,59.25,146.56,-18.94,0.82,8.45,-51.3,-38.2,13.45
(주)서광건설산업,001600,2003/12,67.43,178.37,74.04,1.68,84.13,-9.35,27.19,14.62
(주)서광건설산업,001600,2004/12,69.39,117.78,2.43,2.14,163.44,25.93,36.99,5.4
(주)서광건설산업,001600,2005/12,80.16,122.98,2.39,2.48,259.69,8.62,34.78,4.39
(주)서광건설산업,001600,2006/12,88.3,156.64,1.27,1.73,351.7,37.46,-13.65,5.64
(주)서광건설산업,001600,2007/12,112.71,89.24,1.1,1.07,4.08,122.28,14.96,6.25
(주)서광건설산업,001600,2008/12,8.94,66.36,-5.45,0.86,2.46,-21.63,-0.87,-40.17
(주)서광건설산업,001600,2009/12,0,37.78,-29.07,0.41,1.45,-49.59,-68.43,-170.14
(주)서연,007860,2000/12,262.85,78.11,2.78,1.52,94.35,2.19,34.6,20.36
(주)서연,007860,2001/12,262.42,76.99,6.07,1.67,128.8,-3,9.12,21.07
(주)서연,007860,2002/12,290.97,96.54,14.69,1.92,141.86,19.5,24.72,19.33
(주)서연,007860,2003/12,354.57,93.85,12.66,1.93,137.5,14.86,17.32,18.02
(주)서연,007860,2004/12,413.47,92.8,8.63,2.12,148.42,3.7,19.68,17.08
(주)서연,007860,2005/12,466.39,87.46,5.56,1.78,103.52,38.86,2.35,17.11
(주)서연,007860,2006/12,511.93,89.65,5.34,1.8,120.21,9.68,23.27,14.7
(주)서연,007860,2007/12,569.73,88.56,1.17,1.81,165.38,3.35,6.58,7.31
(주)서연,007860,2008/12,796.84,98.7,4.36,1.49,170.52,11.32,-11.67,14.53
(주)서연,007860,2009/12,1001.59,99.87,3.33,1.19,116.34,15.56,-9.15,19.77
(주)서연,007860,2010/12,1309.28,135.08,12.31,1.31,125.65,22.2,30.81,19.79
(주)서연,007860,2011/12,1461.89,90.23,-6.88,1.29,104.16,20.3,19.68,10.03
(주)서연,007860,2012/12,1864.77,117.93,3.09,1.26,79.89,15.7,14.57,11.53
(주)서연,007860,2013/12,2036.18,91.01,2.81,1.16,79.53,14.25,6.37,9.41
(주)서연,007860,2014/12,2739.98,4613.79,999999999,0,0.3,-60.06,-99.81,626.21
(주)서연,007860,2015/12,2735.51,214.09,999999999,0.02,0,0.07,250.75,100.08
(주)서연,007860,2016/12,2940.68,217.64,28.4,0.03,0,14.59,74.44,355.9
(주)서연,007860,2017/12,2912.45,55.39,18.09,0.03,0,0.08,20.23,46.49
(주)서연,007860,2018/12,2905.02,58.29,7.82,0.04,0,0.45,20.3,56.49
(주)서연,007860,2019/12,2546.43,411.38,10.36,0.05,0,-13.57,9.14,-227.38
(주)서연,007860,2020/12,2577.25,1914.12,21.01,0.04,0,-0.77,-14.55,83.63
(주)서연이화,200880,2014/12,,,,,,,,
(주)서연이화,200880,2015/12,2558.38,90.94,12.06,1.36,132.51,0,0,7.71
(주)서연이화,200880,2016/12,2852.77,90.97,9.29,1.31,109.52,0.85,-3.87,8.29
(주)서연이화,200880,2017/12,3193.96,102.61,-4.54,1.14,71.07,8.11,-8.99,0.69
(주)서연이화,200880,2018/12,4888.07,88.25,0.98,0.97,72,28.81,0.93,6.43
(주)서연이화,200880,2019/12,4504.92,86.66,3.99,0.87,75.95,3.15,2.99,0.83
(주)서연이화,200880,2020/12,4454.31,94.22,6.65,0.92,60.04,-1.53,6.17,5.61
(주)서원,021050,2000/12,233.77,113.75,2.5,1.52,5.76,3.81,8.5,8.97
(주)서원,021050,2001/12,241.83,62.85,2.16,1.63,4.69,14.84,17.21,6.7
(주)서원,021050,2002/12,240.79,75.99,1.87,1.84,4.77,8.78,25.82,7.06
(주)서원,021050,2003/12,253.47,73.41,2.02,2.39,6.72,16.84,46.96,5.39
(주)서원,021050,2004/12,237.9,62.02,-1.68,2.29,6.42,-9.79,-1.94,1.42
(주)서원,021050,2005/12,278.16,108.7,2.98,2.43,8.33,-4.42,-1.27,4.95
(주)서원,021050,2006/12,346.56,61.5,3.52,2.83,9.37,51.64,42.91,6.28
(주)서원,021050,2007/12,353.96,92.28,1.93,2.4,7.45,-16.52,-6.39,5.55
(주)서원,021050,2008/12,303.37,63.95,-1.27,2.39,10.25,16.51,-1.66,-8.71
(주)서원,021050,2009/12,589.34,49.59,4.82,1.58,6.41,63.29,-6.46,21.86
(주)서원,021050,2010/12,742.23,45.14,3.57,1.76,6.58,18.67,51.51,11.17
(주)서원,021050,2011/12,724.02,40.58,2.2,1.78,6.43,14.81,17.4,4.64
(주)서원,021050,2012/12,763.6,39.81,0.95,1.37,4.93,2.52,-16.61,7.41
(주)서원,021050,2013/12,687.43,37.72,0.63,1.1,4.09,2.97,-17.64,0.98
(주)서원,021050,2014/12,625.44,30.65,0.63,0.98,3.72,-2.86,-10.36,1.78
(주)서원,021050,2015/12,407.79,47.88,-1.45,0.88,4.12,-15.19,-18.92,-14.32
(주)서원,021050,2016/12,342.28,58.8,1.89,0.99,6.49,-9.15,-1.1,7.09
(주)서원,021050,2017/12,326.72,31.39,2.46,1.08,6.28,-10.75,-1.77,4.41
(주)서원,021050,2018/12,337.83,31.38,1.9,1.16,5.65,-1.29,0.94,6.08
(주)서원,021050,2019/12,340.71,30.27,1.88,1.2,5.59,-0.49,2.08,5.85
(주)서원,021050,2020/12,318.65,40.75,2.81,1.11,4.96,1.53,-6.47,1.26
(주)서통,001150,2000/12,335.41,80.77,1.19,0.58,11.36,-2.17,18.06,24.97
(주)서통,001150,2001/12,328.11,79.78,1.22,0.61,10.61,-6.12,0.66,23.64
(주)서통,001150,2002/12,57.86,38.47,0.82,0.73,13.76,-40.18,-7.97,-32.49
(주)서흥,008490,2000/12,1021.96,137.85,1.3,0.52,4.35,9.19,-2.4,48.58
(주)서흥,008490,2001/12,1056.46,91.93,1.77,0.5,4.5,-8.1,-4.57,52.81
(주)서흥,008490,2002/12,1108.24,84.54,4.56,0.64,4.96,-11.04,16.69,52.77
(주)서흥,008490,2003/12,1198.32,286.44,6.39,0.69,4.18,-1.52,1.01,51.75
(주)서흥,008490,2004/12,1265.95,95.8,7.21,0.72,3.89,11.34,8.97,23.19
(주)서흥,008490,2005/12,1548.31,250.71,11.35,0.68,4.53,37.11,17.71,29.01
(주)서흥,008490,2006/12,1594.25,221.23,2.41,0.56,4.32,3.17,-2.95,19.64
(주)서흥,008490,2007/12,1720.03,179.39,5.32,0.54,4.51,19.65,7.13,32.7
(주)서흥,008490,2008/12,1900.72,158.95,4.89,0.6,5.18,3.66,23.64,26.24
(주)서흥,008490,2009/12,1996.47,91.1,6.99,0.62,4.92,1.48,6.11,26.21
(주)서흥,008490,2010/12,2846.31,72.97,8.2,0.57,5.02,51.36,15.81,23.17
