회사명,거래소코드,회계년도,소속코드,상장폐지일,감사의견코드,자기자본증가율,경영자본순이익률,총자본순이익률,자기자본순이익률,순운전자본비율,비유동장기적합률,경영자본회전률,매입채무회전률,총자본투자효율,설비투자효율,재고자산회전률,매출채권회전률,자산총계(요약)(백만원),부채총계(요약)(백만원)
자이에스앤디(주),317400,2003/12,1,,,-4.3,-4.1,-4.04,-4.96,56.74,30.88,0.99,6.57,7.04,56.31,0,5.1,7856,1640
자화전자(주),033240,2008/12,1,,UQ,0.71,8.23,5.84,7.44,31.36,61.5,0.67,14.27,12.33,75.91,7.91,6.57,152922,34137
자화전자(주),033240,2009/12,1,,UQ,8.41,5.42,3.67,4.64,34.97,57.49,0.97,14.26,9.57,67.43,13.97,7.9,159809,31037
자화전자(주),033240,2010/12,1,,UQ,3.55,2.45,1.66,2.07,32.81,59.03,0.9,9.73,5.48,40.78,11.88,5.9,166848,33505
자화전자(주),033240,2011/12,1,,UQ,4.68,8.15,5.73,7.8,29.86,57.25,1.36,7.38,11.08,92.75,13.29,6.89,204476,64895
자화전자(주),033240,2006/12,1,,UQ,-3.22,5.52,4.54,5.43,51.3,41.69,0.69,12.54,11.56,73.27,5.2,4.78,136461,19994
자화전자(주),033240,2013/12,1,,UQ,18.7,19.39,14.18,19.86,40.17,45.82,2.28,12.4,21.2,262.08,26.2,13.03,289055,79491
자화전자(주),033240,2014/12,1,,UQ,12.97,14.48,10.66,13.95,44.06,46.26,1.44,10.37,11.99,132,19.8,9.57,295313,58563
자화전자(주),033240,2015/12,1,,UQ,5.37,8.7,6.18,7.7,42.08,49.17,1.23,12.22,10.95,104.38,31.67,9.76,310332,60868
자화전자(주),033240,2007/12,1,,UQ,1.27,8.13,6.33,7.7,42.48,49.96,0.64,17.02,13.86,89.15,5.39,5.48,148464,30516
자화전자(주),033240,2017/12,1,,UQ,4.49,6.62,4.98,6.83,38.61,46.21,1.73,15.24,9.41,92.08,45.7,10.06,386408,118007
자화전자(주),033240,2018/12,1,,UQ,-2.01,0.36,0.26,0.35,30.58,61.74,1.33,10.18,4.24,36.36,23.76,8.58,331502,68489
자화전자(주),033240,2005/12,1,,UQ,7.73,8.92,7.46,9.27,53.02,38.03,0.81,13.24,15.34,112.94,6.47,4.81,146428,26084
자화전자(주),033240,2020/12,1,,UQ,-0.66,-1.98,-1.3,-1.63,32.61,60.61,1.11,8.27,1.33,10.29,14.91,4.63,345080,74815
자화전자(주),033240,2004/12,1,,UQ,11.85,15.2,12.93,16.23,48.41,41.13,1.06,18.19,22.48,158.4,8.33,4.74,141916,30209
자화전자(주),033240,2003/12,1,,UQ,15.82,13.91,11.88,14.95,50.26,41.04,0.95,17.02,27.15,164.36,6.26,4.25,123651,23774
자화전자(주),033240,2002/12,1,,UQ,6.46,11.62,9.81,12.71,44.81,47.3,1.05,22.19,26.01,135.76,5.23,6.24,110572,24340
자화전자(주),033240,2001/12,1,,UQ,14.14,14.05,11.98,16.55,50.21,43.07,0.91,16.76,27.71,145.32,4.18,6.19,106238,25241
자화전자(주),033240,2000/12,1,,UQ,19.99,16.58,14.53,21.62,46.29,43.04,1.07,15.11,31.18,161.1,6.12,7.08,103701,32740
자화전자(주),033240,2016/12,1,,UQ,2.97,4.79,3.41,4.33,39.52,50.34,1.3,13.27,7.16,65.18,39.55,8.27,333350,76483
자화전자(주),033240,2019/12,1,,UQ,3.44,5.48,3.58,4.46,30.74,62.4,1.69,13.22,7.85,55.44,22.84,10.48,335196,63126
자화전자(주),033240,2012/12,1,,UQ,26.48,16.29,11.67,16.84,32.56,54.47,1.84,8.58,17.94,211.98,20.93,9.54,251833,75289
전방(주),000950,2008/12,1,,UQ,-23.23,-12.88,-12.03,-25.47,-16,134.79,0.83,21.28,-5.94,-11.09,3.36,5.92,265130,156943
전방(주),000950,2009/12,1,,UQ,8.39,3.73,3.4,8.02,-13.03,126.5,1.06,25.37,9.63,18.61,4.19,7.42,267139,149875
전방(주),000950,2010/12,1,,UQ,13.85,6.37,5.7,12.77,-11.94,123.23,1.2,30.43,10.84,20.97,4.88,7.89,295311,161800
전방(주),000950,2011/12,1,,UQ,70.87,-11.34,-9.71,-21.48,-20.05,135.22,0.81,22.23,-3.85,-6.38,4.24,6.71,505002,276870
전방(주),000950,2012/12,1,,UQ,-15.56,-8.11,-6.9,-16.92,-29.89,157.86,0.61,20.57,-2.37,-3.5,4.2,7.02,527507,334862
전방(주),000950,2013/12,1,,UQ,0.86,0.27,0.23,0.63,-27.81,152.89,0.6,24.24,5.26,7.94,4.42,7.81,517897,323596
전방(주),000950,2014/12,1,,UQ,-11.41,-5.21,-4.47,-12.41,-36.38,180.94,0.52,29.06,0.68,1.02,3.89,6.42,499024,326889
전방(주),000950,2015/12,1,,UQ,5.41,-5.39,-4.61,-13.2,-39.23,186.19,0.5,45.16,0.41,0.58,4.15,6.96,512530,331087
전방(주),000950,2016/12,1,,UQ,-10.01,-3.73,-3.22,-9.27,-40.91,191.4,0.43,50.26,2.02,2.79,4.09,7.05,478937,315656
전방(주),000950,2017/12,1,,UQ,-8.26,-3.15,-2.86,-8.17,-37.94,180.84,0.43,60.61,2.6,3.25,4.45,7.12,415417,265624
전방(주),000950,2018/12,1,,UQ,-15.15,-5.93,-5.63,-15.91,-37.71,183.97,0.4,66.09,-1.24,-1.61,3.67,7.27,367144,240051
전방(주),000950,2019/12,1,,UQ,4.18,-11.52,-10.93,-31.82,-42.33,189.68,0.38,102.87,-4.57,-5.41,3.87,8.84,388743,256339
전방(주),000950,2020/12,1,,UQ,6.01,2.12,2.02,5.65,2.04,95.25,0.29,189.62,-0.52,-1.41,4.86,6.68,374048,233690
전방(주),000950,2007/12,1,,UQ,-4.11,-2.39,-2.27,-4.08,0.43,99.28,0.8,28.05,3.88,7.43,3.48,5.36,262561,121646
전방(주),000950,2005/12,1,,UQ,-4.83,-2.85,-2.7,-5.09,-5.75,109.79,0.71,33.01,4.15,7.13,3.35,5.22,269566,127260
전방(주),000950,2000/11,1,,UQ,1.15,0.54,0.47,0.93,-1.59,102.44,0.99,25.09,17.19,32.93,4.66,8.31,315745,150079
전방(주),000950,2001/11,1,,UQ,-2.63,-1.54,-1.36,-2.55,-2.43,103.75,1.01,25.68,14.61,27.31,4.85,8.99,294524,133223
전방(주),000950,2003/12,1,,UQ,0,0.21,0.19,0.37,-7.48,113.22,0.89,34.01,15.75,30.5,3.56,7.35,290081,143025
전방(주),000950,2002/11,1,,UQ,-4.73,3.24,2.88,5.18,-8.97,114.65,1.08,25.19,20.83,37.1,5.46,9.96,272985,119315
전방(주),000950,2004/12,1,,UQ,1.68,1,0.92,1.77,-6.68,111.34,0.86,34.69,16.49,28.6,3.76,6.64,280181,130658
전방(주),000950,2006/12,1,,UQ,3.26,1.34,1.27,2.31,2.81,95.55,0.79,34.7,6.95,12.78,3.59,5.52,255156,108207
제이더블유생명과학(주),234080,2010/12,3,,,19.49,5.34,5.29,19.06,-32.02,158.44,0.59,9.34,17.03,20.4,9.3,14.72,141522,98478
제이더블유생명과학(주),234080,2009/12,3,,,21.52,4.37,4.32,19.31,-30.15,149.8,0.55,10.77,18.61,21.09,9.62,26.86,143453,107430
제이더블유생명과학(주),234080,2013/12,3,,UQ,1.26,0.85,0.83,1.85,-31.27,160.9,0.59,13.59,15.63,20,10.53,5.73,151768,82568
제이더블유생명과학(주),234080,2012/12,3,,UQ,7.25,2,1.97,4.79,-29.77,153.13,0.56,10.35,14.97,18.23,10.95,5.25,153727,85388
제이더블유생명과학(주),234080,2011/12,3,,,48.03,1.74,1.72,4.98,-31.35,160.91,0.55,8.15,14.14,17.74,9.28,6.31,167574,103856
제이더블유생명과학(주),234080,2007/12,3,,,-25.09,-7.75,-7.42,-28.69,-19.31,126.75,0.23,8.28,4.32,5.19,5.44,16.29,157952,123826
제이더블유생명과학(주),234080,2017/12,3,,UQ,12.43,8.66,8.18,17.16,-11.91,119.41,0.77,10.07,19.44,29.68,11.98,3.9,193138,96570
제이더블유생명과학(주),234080,2018/12,3,,UQ,6.78,8.32,7.87,15.21,-9.63,115.35,0.82,10.74,20.27,31.65,13.03,4.33,193040,89928
제이더블유생명과학(주),234080,2019/12,3,,UQ,13.13,12.04,11.37,20.03,-5.19,107.87,0.9,12.47,23.7,38.04,12.48,5.32,194215,77565
제이더블유생명과학(주),234080,2020/12,3,,QS,7.36,8.86,7.88,13.22,-7.99,111.91,0.99,14.12,17.91,31.63,12.26,5.37,211437,86202
제이더블유생명과학(주),234080,2008/12,3,,,-13.14,-3.05,-2.91,-14.06,-35.54,161.84,0.38,9.69,10.58,11.7,6.67,24.68,150003,120360
제이더블유생명과학(주),234080,2014/12,3,,UQ,8.64,5.25,5.05,10.93,-25.83,149.06,0.73,14.69,18.93,27.31,11.17,5.73,160918,85737
제이더블유생명과학(주),234080,2006/12,3,,,499.52,-7.77,-4.82,-24.05,-10.03,111.92,0.07,3.47,0.11,0.12,2.9,13.56,149958,104402
제이더블유생명과학(주),234080,2005/12,3,,,0,-7.71,-1.05,-15.87,-28.3,144.9,0.13,0,-0.14,-3.2,0,247.21,115236,107638
제이더블유생명과학(주),234080,2016/12,3,,UQ,7.92,8.58,7.62,16.85,-19.4,134.57,0.8,11.86,19.39,28.49,9.97,5.03,189566,103671
제이더블유생명과학(주),234080,2015/12,3,,UQ,5.86,7.64,6.73,14.66,-26.01,148.69,0.83,14.39,18.48,30.8,10.32,6.03,176297,96708
제이더블유생명과학(주),234080,2001/12,3,,,0,7.25,7.1,0,-75.1,0,1.35,9.87,109.92,0,8.8,51.48,2986,4920
제이더블유생명과학(주),234080,2000/12,3,,,0,-0.19,-0.19,0,-57.7,0,1.17,9.96,16.01,20.72,7.28,73.23,18086,20769
제이더블유중외제약(주),001060,2008/12,1,,,39.01,1.93,1.78,4.25,10.32,81.39,1.32,14.51,24.16,77.35,6.66,3.96,419782,243538
제이더블유중외제약(주),001060,2009/12,1,,,6.64,2.72,2.38,6,23.11,67.45,1.13,14.04,19.68,77.38,5.2,3.45,498237,310287
제이더블유중외제약(주),001060,2010/12,1,,,0.34,1.31,1.09,2.97,22.74,69.02,1.04,14.74,17.12,63.48,4.68,3.08,531635,343051
제이더블유중외제약(주),001060,2011/12,1,,UQ,-10.36,-1.79,-1.65,-5.52,12.71,75.66,0.78,12.24,11.6,33.59,4.88,1.87,665878,496841
제이더블유중외제약(주),001060,2006/12,1,,UQ,13.09,3.75,3.03,6.35,19.79,72.58,1.19,13.45,26.79,105.54,7.4,4.02,361205,181485
제이더블유중외제약(주),001060,2013/12,1,,UQ,22.74,0.4,0.34,1.13,1.33,97.12,0.78,12.22,12.83,53.85,5.43,1.67,587391,388629
제이더블유중외제약(주),001060,2014/12,1,,UQ,11.71,0.33,0.28,0.79,23.07,64.12,0.81,12.52,12.59,54.84,5.64,1.7,592319,370273
제이더블유중외제약(주),001060,2015/12,1,,UQ,0.49,0.29,0.26,0.69,18.77,67.26,0.82,12.42,12.23,58.28,5.65,1.66,611202,388073
제이더블유중외제약(주),001060,2007/12,1,,,-29.45,3.1,2.63,5.72,25.42,60.63,1.36,15.93,32.11,150.87,7.63,4.26,304251,177462
제이더블유중외제약(주),001060,2017/12,1,,UQ,-2.19,-0.24,-0.21,-0.5,21.62,61.6,0.88,8.45,12.09,62.6,4.93,1.91,628065,360091
제이더블유중외제약(주),001060,2018/12,1,,UQ,-3.89,1.54,1.37,3.17,24.41,60.24,0.99,10.33,16.09,81.27,5.17,2.24,591209,333660
제이더블유중외제약(주),001060,2019/12,1,,UQ,-11.35,-4.73,-4.22,-10.06,9.24,82.1,0.99,11.48,10.05,40.48,5.33,2.56,568409,340086
제이더블유중외제약(주),001060,2020/12,1,,UQ,-9.51,-2.97,-2.7,-6.87,11.93,79.55,1.08,11.81,12.81,40.45,5.7,3.62,536924,330318
제이더블유중외제약(주),001060,2005/12,1,,UQ,-0.58,5.44,4.2,9.49,14.99,77.68,1.12,11.92,26.8,101.09,6.98,3.73,349825,190903
제이더블유중외제약(주),001060,2003/12,1,,UQ,9.4,4.45,3.88,8.83,24.81,62.79,0.97,15.29,27.92,118.95,7.46,2.92,346540,193262
제이더블유중외제약(주),001060,2002/12,1,,UQ,6.51,3.98,3.66,8.71,26.8,61.59,0.9,13.98,28.91,113.15,6.63,3.02,320730,180621
제이더블유중외제약(주),001060,2001/12,1,,UQ,4.55,3.43,3.32,8.63,33.73,50.35,0.75,11.29,25.23,98.45,5.76,2.54,325765,194223
제이더블유중외제약(주),001060,2000/12,1,,UQ,5.14,2.5,2.4,6.61,37.84,39.96,0.67,9.6,20.42,108.55,5.36,2.28,343434,217618
제이더블유중외제약(주),001060,2016/12,1,,UQ,22.79,-1.95,-1.74,-4.41,25.22,58.12,0.83,9.78,12.38,64.01,5.19,1.73,648743,374763
제이더블유중외제약(주),001060,2012/12,1,,UQ,-4.2,-3.59,-3.32,-12.7,5.64,88.83,0.68,11.02,11.61,47.11,5.09,1.45,601416,439483
제이더블유중외제약(주),001060,2004/12,1,,UQ,4.29,4.86,3.87,8.86,9.06,86.21,1.06,14.45,22.7,96.79,7.81,3.17,370465,210613
제이더블유홀딩스(주),096760,2015/12,3,,UQ,4.45,8.51,2.05,3.67,-17.66,126.49,1.06,6.78,8.55,498.55,26.97,3.09,314167,144577
제이더블유홀딩스(주),096760,2016/12,3,,UQ,10.93,-11.2,-2.24,-4.36,-11.42,114.56,1.18,8.43,3.65,238.25,45.48,3.05,381036,192911
제이더블유홀딩스(주),096760,2017/12,3,,UQ,-5.66,-15.38,-2.82,-5.99,-33.78,159.78,1.22,8.67,3.03,219.44,0,3.38,396310,218842
제이더블유홀딩스(주),096760,2018/12,3,,UQ,5.78,13.69,3.06,6.76,-20.21,132.49,1.3,10.37,11.63,885.06,0,4.98,410277,222551
제이더블유홀딩스(주),096760,2013/12,3,,UQ,17.35,54.06,10.29,16.83,-15.19,121.65,1.16,9.21,15.27,749.39,19.04,3.81,275629,109443
제이더블유홀딩스(주),096760,2014/12,3,,UQ,-2.3,-4,-0.96,-1.62,-16.48,124.09,0.95,6.68,3.71,187.95,16.22,3.44,279420,117062
제이더블유홀딩스(주),096760,2012/12,3,,UQ,-7.79,-23.52,-4.41,-6.6,-26.36,140.59,1.32,30.86,-1.9,-77.5,0,5.35,227845,86232
제이더블유홀딩스(주),096760,2011/12,3,,UQ,56.9,6.08,1.36,2.08,3.39,95.96,1.08,301.63,6.67,263.47,0,5.98,213542,59972
제이더블유홀딩스(주),096760,2010/12,3,,UQ,-17.24,2.86,0.63,0.96,-2.9,103.21,1.96,1049.65,8.33,59.89,0,13.1,171031,73154
제이더블유홀딩스(주),096760,2009/12,3,,UQ,-10.55,13.41,3.24,4.02,-18.68,124.66,1.72,82.93,9.79,63.35,0,16.48,158043,39778
제이더블유홀딩스(주),096760,2008/12,3,,UQ,0,-10.87,-2.85,-3.28,-1.19,101.37,1.09,30.02,1.96,14.11,0,9.09,152427,20207
제이더블유홀딩스(주),096760,2007/12,3,,UQ,,,,,,,,,,,,,142004,9343
제이더블유홀딩스(주),096760,2020/12,3,,QS,10.76,28.75,6.24,13.4,-25.77,142.24,1.01,7.06,14.54,1151.17,126.21,6.69,396603,197891
제이더블유홀딩스(주),096760,2019/12,3,,UQ,-4.43,-0.23,-0.05,-0.12,-29.14,148.84,0.86,7.62,5.77,469.07,0,4.84,414946,235535
제이에스전선(주),005560,2008/12,4,2014/04/10,,1.13,6,5.91,7.81,40.99,42.07,2.8,30.36,13.4,53.15,19.77,7.78,191339,59150
제이에스전선(주),005560,2009/12,4,2014/04/10,,14.56,14.53,14.38,18.9,54.33,36.26,2.5,24.82,24.37,89.15,17.64,6.76,181289,29856
제이에스전선(주),005560,2010/12,4,2014/04/10,,-7.25,-2.94,-2.83,-3.73,52.8,38.01,3.02,31.08,1.54,6.41,17.79,8.3,203096,62647
제이에스전선(주),005560,2007/12,4,2014/04/10,,80.52,7.8,7.63,10.96,47.59,44.6,2.6,20.95,15.39,47.8,16.84,7.02,155962,25253
제이에스전선(주),005560,2012/12,4,2014/04/10,UQ,11.21,7.25,6.54,10.03,34.17,51.08,3.36,33.09,12.44,52.55,17.64,7.64,195467,63529
제이에스전선(주),005560,2013/12,4,2014/04/10,DU,-18.48,-12.57,-11.27,-18,22.47,61.29,3.07,22.71,-9.08,-38.94,17.23,7.11,187132,79575
제이에스전선(주),005560,2011/12,4,2014/04/10,UQ,-15.53,-6.72,-6.22,-9.41,44.23,44.88,2.92,31.71,-0.21,-0.82,14.6,7.77,188792,70152
제이에스전선(주),005560,2005/12,4,2014/04/10,,10.7,4.04,3.92,7.47,39.58,56.26,1.36,21.4,13.22,29.15,15.19,6.77,108161,26709
제이에스전선(주),005560,2006/12,4,2014/04/10,,-11.1,10.1,9.78,15.51,13.2,76.37,2.56,19.91,14.11,38.26,15.42,7.52,135839,63431
제이에스전선(주),005560,2001/12,4,2014/04/10,,0,-16.45,-15.92,0,23.18,0,1.54,21.7,9.63,17.47,14.38,5.22,133944,178992
제이에스전선(주),005560,2003/12,4,2014/04/10,,,,,,,,,,,,,,107688,280475
제이에스전선(주),005560,2002/12,4,2014/04/10,,0,-19.93,-19.45,0,-13.57,0,1.9,19.8,13.72,21.52,15.58,10.14,109839,178598
제이에스전선(주),005560,2004/12,4,2014/04/10,,0,126.03,122.97,0,10.87,74.35,1.1,13,115.45,407.76,17.27,6.28,187610,114033
제이에스전선(주),005560,2000/12,4,2014/04/10,,75.91,0.59,0.57,12.54,43.91,52.7,1.22,18.46,20.27,46.76,14.47,3.43,181336,170483
제이준코스메틱(주),025620,2007/12,1,,UQ,-3.13,-0.55,-0.55,-3.18,24.57,55.6,1.3,18.81,10.84,35.53,3.05,12.73,55840,46653
제이준코스메틱(주),025620,2008/12,1,,,135.86,0.64,0.64,2.72,-7.99,123.36,1.45,40.74,8.61,20.48,3.59,18.87,75533,53866
제이준코스메틱(주),025620,2006/12,1,,UQ,1778.45,-8.44,-8.44,-104.46,22.01,61.1,0.92,7.64,1.47,4.27,2.95,6.72,51888,42405
제이준코스메틱(주),025620,2011/12,1,,,-53.24,-16.64,-16.61,-78.72,-33.89,263.77,0.96,28.14,-10.75,-19.87,2.37,19.35,55281,47202
제이준코스메틱(주),025620,2010/12,1,,,-25.44,-8.6,-8.59,-29.15,-9.75,125.58,1.02,36.85,-1.86,-3.94,2.44,21.91,64909,47633
제이준코스메틱(주),025620,2009/12,1,,,6.94,2.03,2.03,6.7,-1.79,104.19,0.99,30.81,9.63,21.96,2.47,18.9,72360,49189
제이준코스메틱(주),025620,2004/12,1,,UQ,-44.39,-6.01,-6,-57.06,-0.44,101.93,1.54,11.65,6.49,28.92,6,4.37,58642,54031
제이준코스메틱(주),025620,2015/12,1,,UQ,-33.79,-57.53,-52.5,-91.08,36.61,36.25,0.3,29.91,-42.13,-9593.13,9.5,19.19,27228,13931
제이준코스메틱(주),025620,2016/12,1,,UQ,555.37,19.3,18.36,25.91,51.35,32.52,1.2,35.99,13.33,109.1,28.26,17.89,114517,27372
제이준코스메틱(주),025620,2017/12,1,,,45.73,21.14,20.5,25.59,38.87,56.01,1,37.13,24.17,75.2,15.14,4.93,152808,25811
제이준코스메틱(주),025620,2018/12,1,,UQ,-0.12,-0.43,-0.42,-0.6,45.3,44.57,0.75,57.32,8.57,33.55,6.5,2.38,212734,85885
제이준코스메틱(주),025620,2019/12,1,,UQ,-52.54,-55.94,-46.86,-84.91,-8.63,117.4,0.29,26.22,-46.31,-290.99,1.97,0.83,126179,65975
제이준코스메틱(주),025620,2020/12,1,,UQ,19.92,-30.04,-15.4,-25.53,-7.2,109.25,0.46,18.26,-3,-196.88,2.39,1.46,93249,21055
제이준코스메틱(주),025620,2005/12,1,,UQ,-89.05,-6.3,-6.3,-160.53,-14.42,423.39,1.36,10.2,5.06,27.35,5.28,6.56,71769,71264
제이준코스메틱(주),025620,2012/12,1,,,60.53,-10.25,-10.22,-54.3,-25.45,171.27,0.9,22.51,-2.31,-3.84,2.51,20.79,56549,43580
제이준코스메틱(주),025620,2003/12,1,,UQ,99.89,4.8,4.79,47.37,33.67,38.9,1.92,16.62,28.74,137.06,7.88,5.26,63989,55697
제이준코스메틱(주),025620,2002/12,1,,UQ,-67.26,128.05,127.69,968.05,24.66,50.2,1.85,13.12,163.95,710.35,8.26,5.98,58935,54786
제이준코스메틱(주),025620,2014/12,1,,,399.24,-18.01,-17.97,-66.92,-17.59,122.1,0.16,3.17,-9.66,-10.02,1.88,7.97,30690,10605
제이준코스메틱(주),025620,2013/12,1,,QS,-68.98,-28.62,-28.53,-194.14,-37.71,238.01,0.52,9.54,-18.79,-29.09,2.33,13.58,59086,55063
제이준코스메틱(주),025620,2001/12,1,,UQ,-45.4,-39.09,-37.93,-407.39,26.17,57.8,1.18,8.37,-69.96,-205.68,9.42,7.13,68585,55913
제이준코스메틱(주),025620,2000/12,1,,UQ,-7.04,-17.99,-17.4,-235.31,-45.41,283.11,0.97,8.01,-2.87,-5.56,9.23,7.73,316806,293598
제일모직(주),001300,2008/12,4,2014/07/15,UQ,-6.67,7.56,5.68,9.47,13.38,82.11,1.79,19.79,20.65,59.22,7.94,10.12,2743858,1138046
제일모직(주),001300,2009/12,4,2014/07/15,UQ,22.65,5.58,4.33,7.1,17.3,78.52,1.87,18.59,18.09,58.3,8.34,10.62,3118705,1149197
제일모직(주),001300,2010/12,4,2014/07/15,UQ,40.21,11.2,7.25,10.94,9.74,87.81,2.17,15.79,18.82,75.89,9.56,11.09,4014912,1253473
제일모직(주),001300,2011/12,4,2014/07/15,UQ,14.51,8.85,5.48,8.14,11.33,86.45,1.99,17.56,15.54,58.34,8.95,11.25,4786803,1624621
제일모직(주),001300,2012/12,4,2014/07/15,UQ,2.37,7.14,4.8,7.53,15.58,81.35,1.7,22.29,17.62,65.88,8.01,9.98,5253948,2016945
제일모직(주),001300,2013/12,4,2014/07/15,UQ,-8.37,7.28,5.36,8.68,17.52,78.08,1.16,18.32,11.66,38.79,7.58,8.1,4785270,1819074
제일모직(주),001300,2007/12,4,2014/07/15,UQ,24.72,8.11,6.02,9.76,11.41,85.42,1.67,15.28,19.03,69.37,7.74,8.55,2797290,1076734
제일모직(주),001300,2004/12,4,2014/07/15,UQ,8.79,6.32,5.69,9.95,11.28,83.84,1.69,24.85,25.35,63.11,7.22,8.8,1652468,683196
제일모직(주),001300,2002/12,4,2014/07/15,UQ,12.54,8.75,7.95,15.81,8.86,86.29,1.38,21.9,31.51,79.34,7.73,5.3,1623578,773873
제일모직(주),001300,2001/12,4,2014/07/15,UQ,4.7,4.09,3.77,8.03,12.68,81.83,1.2,19.68,29.91,71.54,6.83,4.92,1568956,813937
제일모직(주),001300,2003/12,4,2014/07/15,UQ,4.86,5.21,4.72,8.74,6.53,90.07,1.43,21.4,26.59,63.53,6.97,6.16,1598922,707929
제일모직(주),001300,2005/12,4,2014/07/15,UQ,24.06,10.03,8.62,13.94,16.28,78.13,1.74,20.07,25.92,77.73,7.2,8.78,1859318,656872
제일모직(주),001300,2000/12,4,2014/07/15,UQ,0.25,3.65,3.37,7.55,10.07,84.88,1.12,16.67,29.66,69.6,6.43,4.65,1571646,850552
제일모직(주),001300,2006/12,4,2014/07/15,UQ,14.73,9.35,7.72,12.22,14.75,80.16,1.69,15.96,23.24,68.53,7.41,8.53,2226879,847307
제일약품(주),271980,2019/12,1,,,-8.05,-2.65,-2.63,-5.96,13.85,71.19,1.68,4.56,16.44,54.52,7.78,4.52,401585,231541
제일약품(주),271980,2020/12,1,,UQ,2.71,2.29,2.26,5.32,14.41,69.4,1.73,4.73,17.89,64.11,7.16,4.9,411469,236824
제일약품(주),271980,2018/12,1,,,0,0.47,0.47,1.02,19.56,62.18,1.56,4.33,15.31,51.3,7.09,4.04,402903,217969
제일약품(주),271980,2017/12,1,,,,,,,,,,,,,,,413726,235740
제일연마공업(주),001560,2007/12,1,,,13.42,16.57,14.03,16.93,52.67,39.82,1.03,18.06,22.02,113.45,7.45,4.8,62180,9838
제일연마공업(주),001560,2009/12,1,,UQ,24.37,13.65,10.8,13.24,34.02,59.44,1.16,17.94,19.05,97.07,6.01,4.63,71643,13843
제일연마공업(주),001560,2010/12,1,,UQ,12.19,16.21,11.34,13.7,36.39,58.07,1.32,23.21,20.79,115.57,6.36,5.3,76620,11773
제일연마공업(주),001560,2006/12,1,,,10.03,9.34,7.87,9.8,47.93,44.04,1,16.62,16.74,79.07,7.51,4.52,56683,10533
제일연마공업(주),001560,2005/12,1,,,34.15,8.08,6.96,9.1,44.27,47.77,1.08,15.38,16.65,68.39,6.47,4.3,52976,11031
제일연마공업(주),001560,2013/12,1,,UQ,-18.42,9.98,6.94,8.25,27.07,67.11,1.32,18.01,16.11,81.38,4.4,6.3,75455,15178
제일연마공업(주),001560,2014/12,1,,UQ,4.73,11.37,7.62,9.57,27.88,65.35,1.45,16.46,16.51,93.91,4.66,6.42,79544,16416
제일연마공업(주),001560,2004/12,1,,,10.31,8.48,7.41,11.02,33.37,57.45,1.28,15.12,20.16,62.38,7.29,4.45,42859,11591
제일연마공업(주),001560,2016/12,1,,UQ,3.03,5.5,3.8,4.72,35.44,57.73,1.29,16.28,11.25,66.3,5.41,7.43,79421,13568
제일연마공업(주),001560,2017/12,1,,UQ,3.15,5.73,4.09,4.86,39.81,54.09,1.25,15.39,11.26,65.55,5.74,6.86,79610,11685
제일연마공업(주),001560,2018/12,1,,UQ,5.5,8.17,6.01,6.96,45.88,48.37,1.19,17.99,11.12,66.71,5.38,6.96,82111,10452
제일연마공업(주),001560,2019/12,1,,UQ,5.92,6.88,5.05,5.78,41.67,53.06,1.11,18.91,11.31,63.2,4.73,7.6,86815,10913
제일연마공업(주),001560,2020/12,1,,UQ,2.25,4.06,2.73,3.12,33.79,61.89,1.08,11.32,8.21,50.39,4.54,7.25,88628,11021
제일연마공업(주),001560,2003/12,1,,,16.22,8.36,7.37,12.5,27.13,60.63,1.24,13.8,17.71,63.03,8.35,4.58,45840,17494
제일연마공업(주),001560,2002/12,1,,,17.21,11.68,10.58,18.89,22.78,64.77,1.24,12.85,20.76,67.56,8.09,5.04,43628,19237
제일연마공업(주),001560,2001/12,1,,,22.11,8.88,8.11,15.35,21.37,67.34,1.27,11.38,19.85,56.85,7.18,5,37081,16271
제일연마공업(주),001560,2000/12,1,,,0,11.39,10.34,20.99,16.4,74.7,1.25,10.72,22.74,59.36,6.65,4.85,34603,17562
제일연마공업(주),001560,2011/12,1,,UQ,5.28,12.53,8.92,10.48,41.5,52.57,1.33,23.24,16.93,99.6,5.25,5.69,79711,11442
제일연마공업(주),001560,2012/12,1,,UQ,8.23,11.85,8.62,9.92,43.89,52.15,1.24,22.23,16.33,91.05,4.44,6.13,84033,10146
제일연마공업(주),001560,2008/12,1,,,-11.21,4.16,3.63,4.35,50.1,40.76,1.07,16.12,11.08,47.41,6.28,4.58,56159,9685
제일연마공업(주),001560,2015/12,1,,UQ,1.24,4.1,2.78,3.52,27.81,64.83,1.34,16.69,10.24,59.85,4.88,6.91,81515,17601
제일파마홀딩스(주),002620,2008/12,1,,,11.13,7.69,6.72,11.88,32.34,49.27,1.4,4.69,23.31,134.56,4.63,3.72,267312,111983
제일파마홀딩스(주),002620,2009/12,1,,,18.24,11.56,10.05,16.52,36.73,46.47,1.53,5.87,26.88,164.87,6.07,3.99,290048,106385
제일파마홀딩스(주),002620,2010/12,1,,,13.12,9.22,8.02,13.01,35.81,45.66,1.56,5.89,24.84,158.73,8.34,3.75,344949,137183
제일파마홀딩스(주),002620,2011/12,1,,,11.37,8.81,7.41,12.3,33.1,49.85,1.51,4.91,21.84,172.21,7.53,3.54,384131,152736
